Troquel, Codigo de barras, Codigo de barras 2, Descripcion, Descripcion extendida, Rubro, SubRubro, Cod.Labo, Laboratorio, Costo s/IVA, Publico, Vigencia, Fecha Alta
6006747, 071603032903, 071603032903, PINZA DEP EASY TRIM OBLIC, PINZA DEPILAR EASY TRIM PUNTA OBLICUA 762B, PERFUMERIA, ACC PERFUMERIA, 713, R3, 3629.550, 0.000, 07/07/2025, 17/05/2022
6006759, 7896075760313, 7896075760313, PINZA DEP MERH ANA INOX04, PINZA DEPILAR MERHEJE ANATOMICA INOXIDABLE S04, PERFUMERIA, ACC PERFUMERIA, 666, GRUPO MONJES S.R.L., 9287.250, 0.000, 05/05/2025, 25/01/2022
6006771, 0071603531000, 071603531000, PINZA DEP TRIM RECT NIQ, , ACCES/VARIOS, PINZAS DEP, 713, R3, 2528.040, 0.000, 07/07/2025, 
6006772, 7796733000235, 7796733000235, PINZA DEP TRIM REC NIQ 12, PINZA DEPILAR TRIM RECTA NIQUELADA X12 5-31, PERFUMERIA, ACC PERFUMERIA, 713, R3, 30335.210, 0.000, 07/07/2025, 17/05/2022
6006789, 0039800113962, 039800113962, PILA ENERG AUDI AZ312 X 4, ENERGIZER PILA AUDIFONO AZ 312 X 4 UNIDADES, PERFUMERIA, PILAS, 850, C.P.ROCCA Y N.P.ROCCA S.H, 4157.140, 0.000, 09/02/2024, 23/02/2023
6006840, 0039800034083, 039800034083, PILA ENERG ULTIM CHI AAX2, ENERGIZER PILA ULTIMATE LITHIUM AA X 2 UNIDADES, PERFUMERIA, PILAS, 850, C.P.ROCCA Y N.P.ROCCA S.H, 6721.760, 0.000, 18/09/2024, 
6006904, 7798036761554, 7798036761554, ASPI NASAL PELUSINES, ASPIRADOR NASAL PELUSINES, PERFUMERIA, ACC BEBE, 633, PELUSINES.DE M. TORRES, 1795.000, 0.000, 17/05/2025, 
6006932, 7891024131183, 7509546686363, COLG ENJ MINT 500PAG350, COLGATE ENJUAGUE BUCAL PLAX MINT ZERO 500 PAGA 350, PERFUMERIA, PROD PERSONALES, 127, COLGATE PALMOLIVE S.A.I.C, 4192.760, 0.000, 31/05/2024, 06/09/2018
6006935, 7891024179925, 7891024179925, COLG ENJ PERIOGARD X250, COLGATE ENJUAGUE BUCAL PERIOGARD S/ALCOHOL 250 TER, PERFUMERIA, CREM/ENJ BUCALE, 127, COLGATE PALMOLIVE S.A.I.C, 5570.420, 0.000, 01/04/2025, 13/11/2017
6006970, 7897426400919, 7897426400919, POLIMEROSA PVO X 320 GR, , ALIMENTOS, , 982, NUTRICIA-BAGO DIV MEDICAL, 17551.370, 30794.000, 01/07/2025, 
6006972, 7896007552740, 7896007552740, PLENI FEM TOA ULTR C/A 24, PLENITUD TOALLA ULTRA ESPECIAL CON ALAS X 24 UNID, PERFUMERIA, PROT FEMENINA, 159, KIMBERLY-CLARK ARGENTINA, 26055.770, 0.000, 05/05/2025, 05/01/2024
6006973, 7891024130940, 7509546686349, COLG ENJ SOFT MINT X 250, COLGATE ENJUAGUE BUCAL PLAX SOFT MINT X 250 ML, PERFUMERIA, CREM/ENJ BUCALE, 127, COLGATE PALMOLIVE S.A.I.C, 3080.230, 0.000, 01/04/2025, 26/07/2019
6006975, 7798034740346, 7798034740346, BUCAL BOX CROMA ORT, BUCAL BOX CROMA P/ORTODONCIA SURTIDOS TUTTI-FRUTTI, PERFUMERIA, CEPI.CINT.HILO, 301, GRIMBERG DENTALES S.A., 3873.610, 0.000, 08/04/2025, 
6006977, 7791519702112, 7791519702112, PRES PRIME RETARD CELE 3U, PRIME PRESERVATIVO RETARDANTE CELESTE X3UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 2467.280, 0.000, 05/12/2024, 
6006978, 7791519702129, 7791519702129, PRES PRIME RETARD CELE 12, PRIME PRESEVATIVO RETARDANTE CELESTE X12UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 9079.610, 0.000, 05/12/2024, 
6006980, 7794922529406, 7794922529406, PORTA CEPI DENT, , PERFUMERIA, CEPI.CINT.HILO, 189, DASIPA S.R.L., 823.360, 0.000, 23/09/2024, 
6006983, 7796733000013, 7796733000013, PINZA DEP APPER CURVA DEC, , PERFUMERIA, ACC PERFUMERIA, 713, R3, 2424.310, 0.000, 07/07/2025, 30/07/2024
6006984, 7796733000020, 7796733000020, PINZA DEP APPER OBLIC DEC, , PERFUMERIA, ACC PERFUMERIA, 713, R3, 2273.780, 0.000, 07/07/2025, 25/04/2023
6006991, 7791014001314, 7791014001314, PRES TULIP CLAS X 12, TULIPAN PRESERVATIVO CLASICO X12UNI, COSMIATRIA, PROD.MEDICO ACC, 440, KOPELCO S.A., 5139.500, 0.000, 07/04/2025, 
6006998, 7791519200090, 7791519200090, PRES PRIME TACHAS X 3 UNI, PRIME PRESRVATIVO TACHAS X3UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 2242.980, 0.000, 05/12/2024, 
6006999, 7798185580686, , TUBO PLA CRIS 45/B X 75ML, TUBO PLASTICO CRISTAL 45/B X 75 ML, ACCES/VARIOS, FRAS.GOTER.POTE, 215, ENVITAP S.A., 1168.560, 0.000, 21/05/2025, 04/01/2024
6007001, 7798185580587, , TUBO PLA CRIS 1/A X 15 ML, TUBO PLASTICO CRISTAL 1/A X 15 ML, ACCES/VARIOS, FRAS.GOTER.POTE, 215, ENVITAP S.A., 757.320, 0.000, 21/05/2025, 11/01/2019
6007003, 7798185580709, , TUBO PLA CRIS 51/B X 20ML, , ACCES/VARIOS, FRAS.GOTER.POTE, 215, ENVITAP S.A., 531.180, 0.000, 21/05/2025, 15/04/2025
6007007, 7798185580594, , TUBO PLA CRIS 1/B X 10 ML, TUBO PLASTICO CRISTAL 1/B X 10 ML, ACCES/VARIOS, FRAS.GOTER.POTE, 215, ENVITAP S.A., 702.500, 0.000, 21/05/2025, 
6007014, 7798185580105, , FRAS DESP PLA X 30ML, FRASCO DESPACHO PLASTICO TAPA 28 X 30ML BLANCO, ACCES/VARIOS, FRAS.GOTER.POTE, 215, ENVITAP S.A., 668.060, 0.000, 21/05/2025, 20/07/2023
6007015, 7798185580198, , POTE PLA B Y N X 20 ML, POTE PLASTICO BLANCO Y NEGRO X 20 ML, ACCES/VARIOS, FRAS.GOTER.POTE, 215, ENVITAP S.A., 1099.770, 0.000, 21/05/2025, 
6007029, 7791014001321, 7791014001321, PRES TULIP ROJO TEXT X 12, TULIPAN PRESERVATIVO ROJO TEXTURADO X12 UNI, COSMIATRIA, PROD.MEDICO ACC, 440, KOPELCO S.A., 5139.500, 0.000, 07/04/2025, 
6007030, 7798185580204, , POTE PLA B Y N X 30 ML, POTE PLASTICO BLANCO Y NEGRO X 30 ML, ACCES/VARIOS, FRAS.GOTER.POTE, 215, ENVITAP S.A., 1555.040, 0.000, 21/05/2025, 15/01/2024
6007031, 7798185580624, , TUBO PLA CRIS 18/B X 30ML, TUBO PLASTICO CRISTAL 18/B X 30 ML, ACCES/VARIOS, FRAS.GOTER.POTE, 215, ENVITAP S.A., 798.470, 0.000, 21/05/2025, 04/09/2023
6007033, 7798185580730, , POTE PLA NATU T/ROSC 60, POTE PLASTICO NATURAL TAPA ROSCA X60ML, ACCES/VARIOS, FRAS.GOTER.POTE, 745, SAPORITI S.A., 328.960, 0.000, 26/06/2025, 26/06/2025
6007035, 7798185580211, , POTE PLA B Y N X 60 ML, POTE PLASTICO BLANCO Y NEGRO X 60 ML, ACCES/VARIOS, FRAS.GOTER.POTE, 215, ENVITAP S.A., 2271.540, 0.000, 21/05/2025, 15/01/2024
6007040, 7791519701856, 7791519701856, PRES PRIME WARM VIOL 3UNI, PRIME PRESERVATIVO WARMING VIOLETA X3UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 2467.280, 0.000, 05/12/2024, 
6007044, 7791519701061, 7791519701061, PRES PRIME U/FINO NAR X3U, PRIME PRESERVATIVO ULTRA FINO NARANJA X3UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 2467.280, 0.000, 05/12/2024, 
6007079, 7791014001369, 7791014001369, PRES TULIP CLAS 16X3, TULIPAN PRESERVATIVO CLASICO 16 CAJAS X 3UNI, COSMIATRIA, PROD.MEDICO ACC, 440, KOPELCO S.A., 21907.550, 0.000, 07/04/2025, 21/03/2024
6007092, 7791519700637, 7791519700637, PRES PRIME TACHAS X 12UNI, PRIME PRESERVATIVO TACHAS X12UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 8254.180, 0.000, 05/12/2024, 
6007093, 7791519200021, 7791519200021, PRES PRIME ANAT VERD 3UNI, PRIME PRESERVATIVO ANATOMICO VERDE X3UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 2242.980, 0.000, 05/12/2024, 
6007095, 7791519200069, 7791519200069, PRES PRIME TEXT ROJO 3UNI, PRIME PRESERVATIVO TEXTURADO ROJO X3UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 2242.980, 0.000, 05/12/2024, 30/03/2022
6007096, 7791519700699, 7791519700699, PRES PRIME LUBR AZUL 12UN, PRIME PRESERVATIVO EXTRA LUBRICADO AZUL X12UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 9079.610, 0.000, 05/12/2024, 
6007097, 7791519000676, 7791519000676, PRES PRIME LUBR AZUL 3UNI, PRIME PRESERVATIVO EXTRA LUBRICADO AZUL X3UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 2467.280, 0.000, 05/12/2024, 
6007098, 7791519200076, 7791519200076, PRES PRIME ESPE BLAN 3UNI, PRIME PRESERVATIVO ESPERMCIDA BLANCO X3UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 2467.280, 0.000, 05/12/2024, 
6007099, 7791519200045, 7791519200045, PRES PRIME S/FINO GRIS 3U, PRIME PRESERVATIVO SUPER FINO GRIS X 3 UNIDADES, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 3364.470, 0.000, 22/01/2025, 30/03/2022
6007101, 7791519000102, 7791519000102, PRES PRIME ESPE BLAN 12UN, PRIME PRESERVATIVO ESPERMICIDA BLANCO X12UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 9079.610, 0.000, 05/12/2024, 
6007102, 7791519000096, 7791519000096, PRES PRIME TEXT ROJO 12UN, PRIME PRESERVATIVO TEXTURADO ROJO X12UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 8254.180, 0.000, 05/12/2024, 
6007103, 7791519000072, 7791519000072, PRES PRIME S/FINO GRI 12U, PRIME PRESERVATIVO SUPER FINO GRIS X 12 UNIDADES, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 8254.180, 0.000, 05/12/2024, 
6007159, 7791519701030, 7791519701030, PRES PRIME MEGA/LARGE X 3, PRIME PRESERVATIVO MEGA LARGE X3UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 3364.470, 0.000, 22/01/2025, 
6007180, 7791014001154, 7791014001154, PRES TULIP NEGR S/FINO X3, TULIPAN PRESERVATIVO NEGRO SUP FINO X3UNI, COSMIATRIA, PROD.MEDICO ACC, 440, KOPELCO S.A., 1369.230, 0.000, 07/04/2025, 
6007190, 7791519702099, 7791519702099, PRES PRIME SKYN NEGRO X 3, PRIME PRESERVATIVO SKYN ORIGINAL NEGRO X3UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 3364.470, 0.000, 05/12/2024, 
6007203, 7791014090592, 7791014090592, PRES TULIP EXHI 24X3 SURT, TULIPAN PRESERVATIVO EXHIBIDOR 24 CAJAS X3UNI SURT, COSMIATRIA, PROD.MEDICO ACC, 440, KOPELCO S.A., 32860.110, 0.000, 07/04/2025, 10/09/2015
6007211, 7791014000300, 7791014000300, PRES TULIP VERD ESPERMX12, TULIPAN PRESERVATIVO VERDE ESPERMICIDA X12UNI, COSMIATRIA, PROD.MEDICO ACC, 440, KOPELCO S.A., 5139.500, 0.000, 07/04/2025, 
6007234, 7798028882724, 7798028882724, TENSIO ANER COMP SILF PED, TENSIO ANER COMPLETO SILFAB PEDIATRICO, COSMIATRIA, PROD.MEDICO ACC, 776, SILVESTRIN FABRIS S.R.L., 16983.380, 0.000, 09/06/2025, 06/01/2025
6007244, 7791014000270, 7791014000270, PRES TULIP VERD ESPERM X3, TULIPAN PRESERVATIVO VERDE ESPERMICIDA X3UNI, COSMIATRIA, PROD.MEDICO ACC, 440, KOPELCO S.A., 1369.230, 0.000, 07/04/2025, 
6007245, 7791014001178, 7791014001178, PRES TULIP ROJO FRUTI X 3, TULIPAN PRESERVATIVO ROJO FRUTILLA X 3UNI, COSMIATRIA, PROD.MEDICO ACC, 440, KOPELCO S.A., 1369.230, 0.000, 07/04/2025, 
6007250, 7791014001161, 7791014001161, PRES TULIP ULTRA RESIS X3, TULIPAN PRESERVATIVO ULTRA RESISTENTE X 3UNI, COSMIATRIA, PROD.MEDICO ACC, 440, KOPELCO S.A., 1369.230, 0.000, 07/04/2025, 
6007261, 7791014090332, 7791014090332, PRES TULIP ROJO TEXT X 3U, TULIPAN PRESERVATIVO ROJO TEXTURADO X 3UNI, COSMIATRIA, PROD.MEDICO ACC, 440, KOPELCO S.A., 1369.230, 0.000, 07/04/2025, 27/05/2015
6007298, 7798034740032, 7798034740032, BUCAL BOX CLASS ORT, BUCAL BOX CLASSIC P/ORTODONCIA SURTIDOS TUTTI-FRUT, PERFUMERIA, CEPI.CINT.HILO, 301, GRIMBERG DENTALES S.A., 3873.610, 0.000, 08/04/2025, 05/04/2018
6007311, 7509546686677, 7509546686677, COLG ENJ LUMI WHITE X 500, COLGATE ENJUAGUE BUCAL PLAX WHITE 500 ML., PERFUMERIA, PROD PERSONALES, 127, COLGATE PALMOLIVE S.A.I.C, 5161.120, 0.000, 13/12/2024, 03/12/2014
6007318, 7798185586174, , POTE PLA CRISTAL ROSCA 60, POTE PLASTICO CRISTAL A ROSCA X60GR, ACCES/VARIOS, FRAS.GOTER.POTE, 215, ENVITAP S.A., 2051.320, 0.000, 21/05/2025, 04/01/2024
6007326, 7796733000310, 7796733000310, GEL FRIO/CAL APPER NN SAP, , PERFUMERIA, ACC PERFUMERIA, 713, R3, 3467.300, 0.000, 07/07/2025, 11/12/2023
6007327, 7796733000297, 7796733000297, GEL FRI/CAL APPER 10X17, GEL FRIO/CALOR APPER 10X17, PERFUMERIA, ACC PERFUMERIA, 713, R3, 4698.860, 0.000, 07/07/2025, 11/12/2023
6007328, 7796733000280, 7796733000280, GEL FRI/CAL APPER 16X26, GEL FRIO/CALOR APPER 16X26, PERFUMERIA, ACC PERFUMERIA, 713, R3, 7056.690, 0.000, 07/07/2025, 29/08/2023
6007329, 7796733000303, 7796733000303, GEL FRIO ANTIFAZ APPER, , PERFUMERIA, ACC PERFUMERIA, 713, R3, 3333.180, 0.000, 07/07/2025, 11/12/2023
6007331, 4009816001030, , REFRIGERANTE VACUNA 150GR, , ACCES/VARIOS, BOLS TER/REFRIG, 867, LAB. VALMAX S.A., 197.680, 0.000, 20/11/2024, 
6007344, 7790520011732, 7790520011732, RAID A/POL LAV PERCHA 2 U, RAID ANTIPOLILLAS PERCHA X 2 UNIDADES, ACCES/VARIOS, INSECTICIDAS/AP, 1325, S.C.JOHNSON, 4434.760, 0.000, 09/06/2025, 
6007350, 7790520025715, 7790520025715, RAID POLILLA/LARVA X360, RAID POLILLA/LARVA X 360, ACCES/VARIOS, INSECTICIDAS/AP, 1325, S.C.JOHNSON, 4382.980, 0.000, 09/06/2025, 24/11/2023
6007351, 7791519001338, 7791519001338, PRES PRIME TURBO X 3, PRIME PRESERVATIVO TURBO X3UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 2467.280, 0.000, 05/12/2024, 22/08/2016
6007355, 7790520025722, 7790520025722, RAID M/PULGAS GARRA X 390, RAID MATA PULGAS Y GARRAPATAS X 390 ML, ACCES/VARIOS, INSECTICIDAS/AP, 1325, S.C.JOHNSON, 9990.520, 0.000, 09/06/2025, 
6007356, 7790520010469, 3779052001046, RAID ESPIRAL 12SOB X4UNI, RAID ESPIRAL 12 SOBRES X 4 UNIDADES, PERFUMERIA, REPELENTE, 1325, S.C.JOHNSON, 5769.570, 0.000, 31/01/2025, 
6007363, 7790520995384, 7790520995384, RAID APARATO S/CABLE, RAID APARATO S/CABLE + 4 TABLETAS, PERFUMERIA, REPELENTE, 1325, S.C.JOHNSON, 5911.710, 0.000, 09/06/2025, 07/12/2018
6007364, 7790520997432, 7790520997432, RAID 45 NOCHES APARATO, RAID 45 NOCHES APARATO, PERFUMERIA, REPELENTE, 1325, S.C.JOHNSON, 7496.920, 0.000, 09/06/2025, 
6007366, 7790520025777, 7790520025777, RAID MAX S/OL CUCA NVO360, RAID MAX SIN OLOR CUCARACHAS NVO X360, ACCES/VARIOS, INSECTICIDAS/AP, 1325, S.C.JOHNSON, 6432.360, 0.000, 09/06/2025, 12/10/2021
6007370, 7790520992222, 7790520992222, RAID ESSEN CUCA/HORMIG360, RAID ESSENTIALS MATA CUCARACHAS Y HORMIGAS X360, ACCES/VARIOS, INSECTICIDAS/AP, 1325, S.C.JOHNSON, 6680.910, 0.000, 09/06/2025, 12/10/2021
6007373, 7790520992239, 7790520992239, RAID ESSEN CASA/JARDIN360, RAID ESSENTIALS CASA Y JARDIN X360, ACCES/VARIOS, INSECTICIDAS/AP, 1325, S.C.JOHNSON, 6680.910, 0.000, 09/06/2025, 12/10/2021
6007376, 7790520025739, 7790520025739, RAID MAX MMM X 360, RAID MAX MOSCAS Y MOSQUITOS AER X 360, ACCES/VARIOS, INSECTICIDAS/AP, 1325, S.C.JOHNSON, 6196.320, 0.000, 09/06/2025, 
6007381, 7790520995360, 7790520995360, RAID X 24 TABLETAS, RAID MOSQUITOS RAPIDA ACCION X 24 TABLETAS, PERFUMERIA, REPELENTE, 1325, S.C.JOHNSON, 3571.510, 0.000, 09/06/2025, 
6007383, 7790520025753, 7790520025753, RAID MAX CEBO EXTER CUCA6, RAID MAX CEBO EXTERMINA CUCARACHAS X 6 UNI, ACCES/VARIOS, INSECTICIDAS/AP, 1325, S.C.JOHNSON, 6432.360, 0.000, 09/06/2025, 11/02/2025
6007385, 7790520986160, 7790520986160, RAID COCI JERING CUCA 3GR, RAID COCINA JERINA CUCARACHAS X 3GR, ACCES/VARIOS, INSECTICIDAS/AP, 1325, S.C.JOHNSON, 4851.030, 0.000, 09/06/2025, 30/08/2023
6007406, 7790520995377, 7790520995377, RAID X 12 TABLETAS, RAID MOSQUITOS RAPIDA ACCION X 12 TABLETAS, PERFUMERIA, REPELENTE, 1325, S.C.JOHNSON, 2420.910, 0.000, 09/06/2025, 21/10/2016
6007413, 7795323003359, 7795323003359, NUTRILON S/LACTOSA X800GR, , ALIMENTOS, LECHES, 38, NUTRICIA-BAGO, 114563.460, 201002.000, 01/07/2025, 29/11/2016
6007431, 7795323003410, 7795323003410, NUTRILON PROFUTURA 2 X400, , ALIMENTOS, , 38, NUTRICIA-BAGO, 16188.950, 28404.000, 01/07/2025, 04/02/2020
6007448, 7500435113823, 7500435155540, ORAL B CEP CLAS 35 S X 4, ORAL B CEPILLO DENTAL CLASSIC 35S X 4 UNID, PERFUMERIA, CEPILLOS DENTAL, 1131, GLAM DISTR. S.R.L., 7557.060, 0.000, 15/05/2025, 14/11/2018
6007454, 7798164561453, 7798164561453, CEPI LIMP MAMAD BABY 145, CEPILLO LIMPIA MAMADERA PREMIUM BABY INNOV 145, PERFUMERIA, ACC BEBE, 977, KUIDAR, 10878.460, 0.000, 16/01/2025, 18/04/2017
6007456, 7798164561477, 7798164561477, MORDI ROJ/VDE BABY INN147, MORDILLO ROJO VERDE BABY INNOVATION 147, PERFUMERIA, CHUPETE/MORDILL, 977, KUIDAR, 3284.060, 0.000, 16/01/2025, 18/04/2017
6007457, 7798164561484, 7798164561484, MORDI AMA/VDE BABY INN148, MORDILLO AMARILLO VERDE BABY INNOVATION 148, PERFUMERIA, CHUPETE/MORDILL, 977, KUIDAR, 3284.060, 0.000, 16/01/2025, 18/04/2017
6007461, 7791519001970, 7791519001970, PRES PRIME STRONGER x3, PRIME PRESERVATIVO STRONGER X3UNI, COSMIATRIA, PROD.MEDICO ACC, 64, BUHL S.A., 2467.280, 0.000, 05/12/2024, 12/07/2017
6007469, 7790808038567, 7790808038567, ASPI NAS ASPEN AUTOM SOFT, ASPIRADOR NASAL ASPEN AUTOM SOFT PUNTA SILICONA, COSMIATRIA, PROD.MEDICO ACC, 1158, TENACTA S.A., 42327.770, 0.000, 26/02/2025, 01/08/2024
6007478, 7798028009930, 7798028009930, PINZA DEP LISF OBLI DORAD, PINZA DEP LISFAR OBLICUA DORADA, PERFUMERIA, ACC PERFUMERIA, 482, LISTEN S.A., 2446.360, 0.000, 12/08/2024, 05/08/2024
6007479, 7798028009923, 7798028009923, PINZA DEP LISF OBLI NEGRA, PINZA DEP LISFAR OBLICUA NEGRA, PERFUMERIA, ACC PERFUMERIA, 482, LISTEN S.A., 1945.990, 0.000, 12/08/2024, 05/08/2024
6007481, 7798028009947, 7798028009947, PINZA DEP LISF OBLI NIQUE, PINZA DEL LISFAR OBLICUA NIQUELADA, PERFUMERIA, ACC PERFUMERIA, 482, LISTEN S.A., 1699.750, 0.000, 12/08/2024, 05/08/2024
6007482, 7798028009954, 7798028009954, PINZA DEP LISF OBL PTA DO, PINZA DEP LISFAR OBLICUA PTA DORADA, PERFUMERIA, ACC PERFUMERIA, 482, LISTEN S.A., 2247.800, 0.000, 12/08/2024, 05/08/2024
6007483, 7798028009978, 7798028009978, PINZA DEP LISF PTA DORADA, PINZA DEP LISFAR PUNTA DORADA, PERFUMERIA, ACC PERFUMERIA, 482, LISTEN S.A., 2247.800, 0.000, 12/08/2024, 05/08/2024
6007484, 7798028009961, 7798028009961, PINZA DEP LISF RECT NIQUE, PINZA DEP LISFAR RECTA NIQUELADA, PERFUMERIA, ACC PERFUMERIA, 482, LISTEN S.A., 2000.790, 0.000, 12/08/2024, 05/08/2024
6007486, 7798028009817, 7798028009817, CORTA UNAS LISF CH EASY H, CORTA UNAS LISFAR CHICO EASY HOLD, PERFUMERIA, ACC PERFUMERIA, 482, LISTEN S.A., 2585.380, 0.000, 12/08/2024, 18/05/2018
6007487, 7798028009770, 7798028009770, CORTA UNAS LISF CH C/CADE, CORTA UNAS LISFAR BLISTER CON CADENA, PERFUMERIA, ACC PERFUMERIA, 482, LISTEN S.A., 1313.230, 0.000, 12/08/2024, 18/05/2018
6007491, 7798028009831, 7798028009831, CORTA UNAS LISF CHIC+GRAN, CORTA UNAS LISFAR CHICO+GRANDE, PERFUMERIA, ACC PERFUMERIA, 482, LISTEN S.A., 2835.590, 0.000, 12/08/2024, 18/05/2018
6007492, 7798028009787, 7798028009787, CORTA UNAS LISF GR CURVO, CORTA UNAS LISFAR GRANDE CURVO, PERFUMERIA, ACC PERFUMERIA, 482, LISTEN S.A., 1945.990, 0.000, 12/08/2024, 18/05/2018
6007493, 7798028009824, 7798028009824, CORTA UNAS LISF GR EASY H, CORTA UNAS GRANDE EASY HOLD LISFAR, PERFUMERIA, ACC PERFUMERIA, 482, LISTEN S.A., 3775.510, 0.000, 12/08/2024, 18/05/2018
6007494, 7798028009794, 7798028009794, CORTA UNAS LISF GR RECTO, CORTA UNAS LISFAR GRANDE RECTO, PERFUMERIA, ACC PERFUMERIA, 482, LISTEN S.A., 2257.130, 0.000, 12/08/2024, 18/05/2018
6007499, 7790808038611, 7790808038611, ESTERI ASPEN MICROOND P/6, ESTERILIZADOR P/MICROONDAS (6 BIBERONES)ASPEN, COSMIATRIA, PROD.MEDICO ACC, 1158, TENACTA S.A., 25006.000, 0.000, 20/12/2023, 01/08/2024
6007519, 7798028009916, 7798028009916, PINZA DEP LISFAR X 12U, , PERFUMERIA, ACC PERFUMERIA, 482, LISTEN S.A., 5121.470, 0.000, 12/08/2024, 05/08/2024
6007523, 7798028009985, 7798028009985, HOJA CORTCALL REP LISF X4, CORTACALLOS LISFARX4, ACCES/VARIOS, C/CALL GARL/REP, 482, LISTEN S.A., 1481.840, 0.000, 12/08/2024, 31/08/2018
6007529, 7798028002887, 7798028002887, MAQ CORTACALL LISF HF464, , ACCES/VARIOS, C/CALL GARL/REP, 482, LISTEN S.A., 2382.820, 0.000, 12/08/2024, 31/08/2018
6007531, 7891024025406, 7509546686431, COLG ENJ ICE INFIN500X350, COLGATE ENJUAGUE BUCAL PLAX ICE INFINITY 500PA350, PERFUMERIA, CREM/ENJ BUCALE, 127, COLGATE PALMOLIVE S.A.I.C, 4192.760, 0.000, 28/02/2025, 25/10/2017
6007532, 7798028002610, 7798028002610, PEINE P/PIOJ LISF ACERO A, PEINE P/PIOJOS LISFAR ACERO PTA REDONDA DOBLE ACAN, PERFUMERIA, PEDICULOSIS, 482, LISTEN S.A., 11252.280, 0.000, 12/08/2024, 31/08/2018
6007533, 7798028002665, 7798028002665, ORINAL PLA H C/TAPA LISFA, , ACCES/VARIOS, ORTOPEDIA, 482, LISTEN S.A., 2110.270, 0.000, 22/05/2025, 29/10/2018
6007534, 7500435129749, 7500435129749, ORAL B HILO ESSEN 2 X 25M, ORAL B HILO DENTAL ESSENTIAL FLOSS 25 MTS X 2 UNID, PERFUMERIA, HILOS DENTALES, 1131, GLAM DISTR. S.R.L., 4306.730, 0.000, 20/05/2025, 30/10/2018
6007537, 8410520040554, 8410520040554, PANAL INDASLIP PREM S7 20, PANAL INDASLIP PREMIUM JUV S7 X 20, PERFUMERIA, PAN/INC ADULTO, 1196, LAB IGALTEX S.R.L., 19143.900, 0.000, 02/02/2024, 14/11/2018
6007539, 8410520003054, 8410520003054, INDASEC DISCREET NORMAL24, , PERFUMERIA, PAN/INC ADULTO, 1196, LAB IGALTEX S.R.L., 8610.000, 0.000, 10/04/2025, 14/11/2018
6007541, 8410520055619, 8410520055619, INDASEC PANT PLUS MED X12, , PERFUMERIA, PAN/INC ADULTO, 1196, LAB IGALTEX S.R.L., 14464.800, 0.000, 10/04/2025, 14/11/2018
6007542, 8410520055633, 8410520055633, INDASEC PANT PLUS GDE X12, , PERFUMERIA, PAN/INC ADULTO, 1196, LAB IGALTEX S.R.L., 14464.800, 0.000, 10/04/2025, 14/11/2018
6007543, 8410520003108, 8410520003108, INDASEC DISCREET EXTRA 20, , PERFUMERIA, PAN/INC ADULTO, 1196, LAB IGALTEX S.R.L., 8610.000, 0.000, 10/04/2025, 14/11/2018
6007544, 8410520055718, 8410520055718, INDASEC DISCREET MAXI 15, , PERFUMERIA, PAN/INC ADULTO, 1196, LAB IGALTEX S.R.L., 11623.500, 0.000, 10/04/2025, 14/11/2018
6007546, 8410520039817, 8410520039817, INDASEC MAXI G/NIGHT GR12, , PERFUMERIA, PAN/INC ADULTO, 1196, LAB IGALTEX S.R.L., 11623.500, 0.000, 10/04/2025, 14/11/2018
6007548, 8410520003016, 8410520003016, INDASEC MINI GEL BLOCK 20, , PERFUMERIA, PAN/INC ADULTO, 1196, LAB IGALTEX S.R.L., 5512.490, 0.000, 02/02/2024, 14/11/2018
6007551, 8410520003030, 8410520003030, INDASEC DISCREET NORMAL12, , PERFUMERIA, PAN/INC ADULTO, 1196, LAB IGALTEX S.R.L., 4905.610, 0.000, 02/02/2024, 14/11/2018
6007553, 8410520003078, 8410520003078, INDASEC DISCREET EXTRA 10, , PERFUMERIA, PAN/INC ADULTO, 1196, LAB IGALTEX S.R.L., 4905.610, 0.000, 02/02/2024, 14/11/2018
